RPID,MID,ReleaseDate
173,3187,2022-09-09
202,5220,2015-06-25
202,3450,2013-09-09
130,5797,2023-12-21
171,5700,2017-03-20
188,3545,2025-04-13
202,4280,2004-09-05
202,5632,1999-08-24
201,7806,1991-11-09
202,1263,2008-08-14
49,3427,2019-03-02
191,3522,2023-09-27
43,4896,2019-04-06
118,8412,2021-09-21
120,5640,2018-07-23
202,3273,1995-06-26
128,5540,2018-01-13
180,497,2020-03-08
147,4513,2023-08-13
202,8245,2011-10-31
58,2264,2023-02-08
202,5400,1997-02-12
145,35,2020-01-11
202,4959,2015-04-07
152,7040,2024-11-15
202,5378,1995-02-01
86,4665,2018-04-18
187,2406,2023-05-21
138,3223,2017-04-03
116,4783,2021-02-23
202,8724,1995-12-08
202,6211,2004-07-20
162,3281,2020-10-12
15,6252,2021-04-17
105,1287,2023-06-13
202,489,2008-04-13
184,7868,2021-11-24
184,7348,2022-11-06
185,5790,2018-09-20
101,308,2017-04-01
201,6410,1958-10-11
115,3527,2025-06-07
54,552,2020-08-02
46,8521,2025-02-12
66,4227,2025-12-23
51,8611,2023-05-31
101,4985,2025-05-21
6,4812,2022-02-20
202,7090,2009-10-03
202,7681,2016-02-09
202,5350,1998-11-27
182,7871,2020-03-28
175,7917,2023-05-15
201,4083,1961-08-08
202,8085,2007-03-22
41,5222,2025-09-06
202,5440,2011-08-27
202,4341,2016-04-08
187,4734,2022-01-07
201,8409,1984-08-18
202,5795,2006-07-04
31,5119,2024-12-09
191,945,2018-08-20
202,7847,2015-01-19
35,5098,2023-11-05
201,465,1956-11-02
173,1433,2025-01-30
133,2388,2019-03-12
181,960,2019-05-10
63,6499,2021-11-04
44,6469,2023-07-25
119,216,2017-02-13
202,8651,2008-01-20
71,1765,2023-01-23
148,239,2021-11-06
115,6154,2023-07-17
16,3029,2025-06-27
122,7516,2023-01-06
202,2037,2007-02-20
202,1589,2001-10-25
145,3000,2017-06-02
202,8351,1995-01-01
20,8301,2025-05-30
82,5666,2020-02-15
202,8474,2016-02-01
201,7378,1958-07-05
201,4366,1965-06-24
201,399,1975-01-24
141,4564,2017-07-06
3,4817,2024-10-08
10,4989,2018-12-18
202,1057,2011-11-30
201,8571,1960-07-22
1,399,2025-09-11
202,6560,2006-11-01
57,4013,2021-06-20
195,8646,2017-05-23
124,2677,2017-02-02
120,7342,2020-11-13
202,3413,1999-12-29
31,5225,2017-04-29
188,6934,2019-04-27
102,547,2017-03-14
44,8358,2025-06-22
94,6041,2018-10-04
201,7715,1989-03-01
190,554,2017-07-29
60,8064,2022-06-18
198,4547,2017-12-13
139,5493,2025-09-24
151,385,2018-07-19
7,3989,2024-03-06
202,6934,2010-03-30
144,1599,2024-06-21
8,4832,2020-04-25
201,5017,1956-12-27
196,8579,2023-02-11
201,8360,1980-02-07
201,1235,1956-04-04
86,3224,2018-04-10
202,5343,2002-03-06
202,1683,2013-02-03
202,2670,2006-08-18
137,2802,2020-03-02
172,6912,2025-03-04
187,914,2017-05-22
167,310,2018-02-09
41,1126,2018-02-17
17,5422,2021-03-08
202,7320,2014-09-02
174,3120,2021-07-09
108,3117,2019-08-26
79,198,2023-11-29
202,2566,2000-11-24
81,3073,2018-06-22
77,1829,2017-12-20
31,2219,2025-06-01
202,7795,2002-07-17
201,4797,1984-11-03
147,7430,2018-10-10
202,5805,2015-11-24
202,879,2013-09-24
201,8256,1972-04-06
42,3624,2023-06-21
105,1294,2019-02-25
202,6134,1996-04-09
47,1040,2020-04-14
104,7520,2020-12-19
163,6807,2019-04-17
134,85,2020-05-04
201,6928,1963-09-10
98,8518,2023-09-16
202,4360,2005-01-23
201,4572,1956-03-03
181,204,2017-07-08
18,2143,2019-08-30
78,7218,2025-03-19
190,6512,2025-08-07
202,8805,2012-12-31
202,1512,2004-04-12
69,1697,2023-01-27
14,7702,2020-04-29
165,1190,2018-07-12
202,4456,2015-12-31
201,180,2017-07-24
102,4625,2021-04-03
45,1866,2020-03-08
114,2053,2024-06-24
202,4782,2007-03-07
164,7356,2018-11-23
125,5259,2022-08-10
202,6984,1995-09-19
202,2673,2009-04-28
201,7781,1977-11-29
85,4826,2022-06-05
89,2690,2019-01-16
202,2390,2001-10-24
202,6014,2014-05-22
202,5607,2006-01-05
201,5530,1967-03-16
202,5474,2003-09-01
199,6573,2020-06-17
89,5482,2023-02-22
135,2098,2017-04-23
202,1164,2003-08-04
202,6520,2007-11-28
60,1014,2025-06-05
14,426,2018-01-26
189,3383,2020-10-26
146,6312,2017-06-01
128,1756,2017-12-15
186,2100,2022-10-30
202,8480,2004-11-26
87,2264,2022-06-22
18,6129,2019-02-02
99,6784,2021-06-17
63,3458,2023-09-23
34,4661,2021-12-30
202,7682,1999-06-25
202,936,2005-11-22
202,5298,2010-11-21
76,586,2021-01-04
202,3597,1998-03-11
202,4912,2001-08-31
64,3510,2020-11-06
55,4931,2023-12-04
177,1265,2024-12-20
201,2283,1958-09-04
201,6534,1970-04-20
202,2489,2010-05-27
202,7576,1998-01-09
202,2204,2012-05-03
202,2027,2001-09-06
181,1000,2023-01-09
202,4422,2001-03-14
161,8752,2023-01-29
202,7872,1999-02-02
71,3523,2023-05-23
202,3248,2013-01-10
141,4824,2022-02-15
100,8040,2017-03-18
201,7550,1971-03-04
5,4453,2019-03-13
91,7950,2024-03-25
127,8573,2023-12-30
202,3981,2013-09-05
202,2149,2014-03-30
175,867,2019-04-18
12,950,2021-08-31
27,3312,2024-07-26
10,4906,2020-01-23
159,7468,2020-02-12
115,2633,2025-10-10
36,3972,2020-07-01
202,4652,2012-03-04
113,8117,2017-01-25
53,7147,2022-07-17
164,2838,2025-01-09
68,8321,2018-04-25
49,7248,2023-07-20
188,1676,2022-05-13
86,8073,2024-04-13
201,214,1986-11-16
82,7617,2020-05-30
202,4672,2011-11-22
202,4732,2008-02-01
173,7627,2019-12-05
25,8561,2018-01-16
184,7895,2022-03-11
184,4699,2020-06-19
194,3476,2017-01-22
202,7114,2018-06-25
27,2017,2024-08-24
116,7268,2020-04-17
202,4403,2004-06-29
83,1144,2017-06-29
202,839,2014-01-28
202,6842,2003-06-19
201,3052,2025-09-14
202,8135,2007-06-22
142,4344,2023-01-02
105,728,2022-09-30
115,2172,2018-01-10
202,3489,2006-12-02
79,5728,2019-06-03
49,8037,2020-08-03
201,2010,1979-02-28
14,7753,2021-03-16
95,7957,2024-05-25
9,3855,2024-04-10
202,7465,2001-02-27
125,6183,2019-04-20
51,4108,2020-09-24
148,3190,2024-09-11
124,7541,2018-07-21
157,758,2022-04-01
152,7110,2019-08-27
174,8515,2023-03-29
158,3774,2024-10-04
202,4594,2003-09-14
202,92,2006-06-24
118,7076,2021-01-19
202,1397,2000-02-09
68,4595,2017-07-10
202,2448,2005-06-17
202,2924,2006-11-07
98,4428,2020-07-24
174,1800,2018-02-10
27,6361,2017-04-19
83,6100,2017-12-11
108,2308,2022-12-26
6,2693,2025-04-23
149,5451,2025-01-21
202,6576,1995-08-08
202,3937,2002-01-23
21,7151,2024-06-16
201,4473,1971-12-17
202,7392,1997-06-12
102,1827,2024-08-11
202,3606,2005-10-30
201,1285,1954-12-16
128,429,2023-09-03
9,855,2018-03-16
81,7641,2020-08-25
31,5663,2018-09-07
202,8165,1995-05-18
202,8157,1997-01-20
202,8078,2019-08-27
163,4672,2018-07-10
30,5857,2021-02-21
202,8206,2008-09-21
39,3488,2024-05-04
140,3993,2021-01-14
102,7281,2018-10-02
202,4707,1999-03-06
34,5849,2019-01-12
114,4270,2019-09-19
104,8790,2025-11-20
52,6505,2020-04-10
124,4345,2022-03-20
32,7481,2022-04-13
202,959,2009-06-01
196,5246,2022-04-05
69,2962,2022-05-05
202,6390,2010-12-23
183,5970,2018-04-20
183,173,2018-09-01
173,5306,2023-07-01
20,6889,2019-10-08
202,7337,2001-11-16
2,6864,2020-07-04
43,8471,2022-10-09
90,3161,2025-08-09
107,2036,2018-08-20
98,903,2019-12-31
85,7636,2020-09-22
202,4787,2005-11-16
102,2394,2017-06-11
201,5154,1987-06-25
176,1323,2023-12-23
32,3947,2022-09-10
27,6063,2024-03-08
80,4276,2021-04-23
40,4598,2020-05-09
201,8452,1971-05-14
202,5459,2009-07-13
90,8238,2025-11-14
202,4884,2007-07-29
131,5455,2024-06-12
132,2916,2021-11-05
77,2431,2017-05-04
184,4168,2022-01-02
42,2942,2021-03-24
157,6888,2019-08-06
37,2392,2021-06-19
99,8204,2018-06-21
131,4497,2018-07-22
188,4,2023-02-16
202,17,2015-03-12
202,8345,2016-09-26
97,1442,2023-08-04
197,7565,2025-06-09
117,5555,2021-03-21
202,2767,2014-01-31
57,3,2023-07-06
102,2531,2017-01-18
157,6089,2023-11-12
202,77,1995-01-20
202,6039,2000-01-04
202,4130,2003-08-13
141,8544,2021-05-05
184,8043,2022-03-07
109,2934,2018-10-13
108,6630,2022-03-24
202,8280,2010-05-06
2,1262,2023-11-11
202,7477,2013-06-07
201,8374,1974-01-13
202,3403,2008-06-28
201,2170,1982-08-27
123,7230,2024-03-11
104,3147,2017-05-12
171,8660,2018-09-18
3,3691,2019-04-27
72,8649,2025-03-16
202,2281,2003-08-18
30,5509,2019-06-24
148,4431,2023-07-30
136,5478,2019-05-11
202,734,2007-11-26
143,2532,2025-04-27
70,5335,2017-02-15
202,7376,1999-04-07
202,491,2006-02-27
52,589,2024-06-06
101,4473,2021-09-18
145,1041,2022-11-10
189,265,2020-09-01
202,1139,2001-02-03
202,1696,2012-08-22
52,2582,2024-03-24
202,8158,2000-05-06
201,6192,1974-03-07
114,953,2019-04-02
97,1750,2024-06-29
145,6761,2017-10-25
144,7728,2025-07-11
85,5300,2019-08-19
44,1269,2017-03-03
116,8009,2023-07-13
191,3293,2022-06-24
81,4399,2022-12-01
88,74,2025-02-19
44,4252,2021-08-03
98,180,2018-09-29
135,8779,2017-03-15
98,6734,2021-11-16
202,245,2000-04-15
118,191,2019-04-11
201,5491,1989-10-29
34,1128,2018-08-31
202,8324,2007-06-02
202,1564,2001-03-13
202,5800,2016-10-28
80,7840,2017-07-14
202,6733,2004-11-29
62,1044,2022-09-18
57,3952,2025-06-02
201,5002,1994-11-10
202,1518,2006-01-02
201,3232,1955-02-12
127,5560,2023-12-17
174,2160,2021-12-15
155,7376,2024-06-13
201,6972,1963-10-03
201,1191,1983-03-02
202,726,2019-06-18
201,3557,1993-02-14
176,2635,2025-10-24
202,5475,2008-08-07
130,4443,2019-11-27
33,6456,2018-04-03
133,6080,2017-07-10
176,8606,2024-08-23
97,5855,2024-08-09
28,2719,2021-11-23
201,7953,1970-08-20
6,8667,2024-01-22
25,6188,2024-12-27
202,2983,1998-06-28
202,8644,2022-03-19
103,3023,2023-03-14
201,4107,1963-06-09
71,6317,2024-09-22
178,6304,2017-08-20
202,4901,2000-08-05
154,6577,2019-04-12
202,6349,2007-12-17
52,674,2017-02-17
202,4717,2000-09-15
130,7713,2022-11-26
168,6809,2024-02-03
172,6528,2022-03-28
130,4046,2020-08-26
202,2778,2005-04-26
74,5951,2021-04-09
202,4344,2000-07-13
151,6075,2023-11-04
169,8303,2017-09-01
82,1627,2022-07-12
181,947,2017-08-19
202,7372,2015-03-27
201,3414,1984-06-30
202,894,2014-02-04
202,5723,2011-05-18
180,1778,2024-11-19
192,166,2019-09-16
202,2839,1995-12-22
16,4568,2019-01-14
201,5565,1993-02-03
3,8371,2022-03-03
101,2767,2024-11-13
36,8488,2019-11-16
164,6450,2021-07-14
53,2528,2017-07-25
202,6124,1995-07-23
201,7271,1971-03-15
41,5660,2019-03-14
139,2637,2025-02-09
202,7751,2016-05-14
177,6714,2018-04-21
50,7314,2023-01-04
202,6671,2001-12-08
58,5801,2021-01-04
202,2532,2000-03-01
91,1945,2017-01-31
85,5780,2025-03-30
148,8322,2021-02-09
202,1567,2009-01-28
154,1371,2017-06-27
202,7087,2003-03-27
148,6219,2022-02-18
202,6799,2006-11-08
197,3340,2021-10-18
202,2286,1997-09-28
185,161,2020-06-11
82,4129,2019-07-22
170,6028,2017-05-19
162,6817,2025-10-28
109,8555,2023-09-02
26,7648,2018-04-18
202,7063,2016-03-27
166,6175,2019-01-19
202,4487,1997-06-06
100,5075,2018-03-06
2,1924,2020-11-27
167,4144,2021-12-28
202,3306,2014-02-26
202,6865,1996-08-20
201,6509,1989-01-21
128,664,2020-11-15
65,5571,2022-10-09
141,1798,2025-02-01
201,924,1963-03-16
128,99,2024-09-27
202,2542,2002-09-29
202,7993,1995-02-13
80,5117,2019-10-02
202,2530,2015-07-16
109,8600,2019-11-19
202,7623,2010-11-10
201,7563,1991-06-09
201,7385,1960-03-30
81,829,2022-12-22
202,2782,2013-02-06
99,5483,2017-01-24
201,1115,1986-06-20
12,5572,2018-02-20
202,898,2014-07-03
39,6382,2020-01-11
115,1467,2024-12-29
202,8570,2016-01-05
40,7793,2018-09-22
3,2301,2017-09-26
202,777,2014-12-29
202,178,2016-07-04
71,55,2020-04-16
185,8653,2020-02-12
202,430,2013-02-12
30,1436,2019-04-10
12,5099,2022-12-12
202,7560,2000-11-03
202,7881,2010-01-22
60,1354,2017-07-28
85,3188,2023-05-27
67,1763,2020-11-08
202,2994,2013-04-19
43,7186,2018-05-14
198,2294,2023-08-11
201,4905,2017-09-22
149,1897,2022-06-30
202,5297,2008-10-30
152,8182,2020-09-10
202,7427,2006-03-20
202,6100,2004-03-14
10,36,2017-06-22
17,1200,2018-06-12
201,8494,1993-12-25
131,4158,2018-06-15
202,8019,2008-07-06
202,6528,2016-05-16
77,1620,2017-01-08
142,4192,2025-11-13
137,1726,2018-01-18
116,1071,2020-09-10
30,6029,2024-02-25
87,5362,2023-07-22
53,4714,2017-01-03
202,2525,2014-12-03
39,7974,2017-06-14
202,7056,2009-12-09
24,5945,2025-12-10
201,1222,1982-03-20
201,4483,1977-09-16
90,8784,2018-09-30
202,682,2009-03-24
189,3787,2023-03-25
202,5688,2011-12-01
202,6504,1998-04-25
91,5142,2025-05-01
196,1556,2022-06-29
201,154,1954-01-24
83,5834,2024-09-20
86,3154,2025-09-12
27,3198,2023-06-30
202,1878,2007-12-17
48,5967,2017-06-12
145,3354,2022-02-10
147,4762,2023-05-11
69,5017,2024-10-04
134,6034,2019-08-30
36,8716,2018-01-19
202,1362,2005-01-05
91,3685,2025-05-25
73,7569,2024-01-05
42,5560,2023-08-22
48,4062,2021-02-28
202,6310,1995-06-04
201,3774,1951-03-27
201,7747,1989-02-03
202,6336,2004-08-11
125,1035,2025-03-04
121,1502,2020-11-18
43,8022,2024-03-13
93,5491,2024-11-07
201,1134,1964-07-05
22,253,2023-05-21
201,8042,1965-12-15
97,804,2019-08-21
202,6465,1999-03-02
2,4126,2017-01-12
202,1060,2007-01-27
201,5111,1970-11-26
68,6534,2021-03-22
159,2360,2024-06-26
202,1884,2009-05-09
178,7700,2024-10-28
202,7667,2006-09-13
202,8655,2016-11-12
201,8439,1966-02-24
77,8279,2022-08-02
157,623,2021-12-23
193,5780,2021-06-11
202,1308,2001-04-06
202,5621,2008-10-19
83,5090,2017-09-16
202,5308,2012-10-17
17,1257,2021-01-17
194,6080,2017-04-05
8,3986,2018-05-07
45,8180,2020-02-24
30,5015,2022-08-17
202,5209,2003-08-04
202,6114,2000-08-17
25,3780,2024-11-18
201,853,1964-07-25
96,5854,2020-06-14
16,4694,2021-04-12
201,1851,1956-01-25
27,468,2022-05-04
27,5689,2024-04-04
202,6019,2016-01-19
202,7258,1998-07-07
202,3244,1996-09-18
9,3962,2024-03-30
174,4528,2023-04-07
158,648,2023-03-16
115,1302,2022-04-04
66,1615,2017-05-18
83,1875,2019-05-10
202,7578,1998-03-23
103,141,2019-11-03
44,1113,2020-02-16
202,3302,2013-06-13
128,3022,2017-09-11
66,3360,2017-06-04
138,6540,2017-03-09
137,2562,2022-07-06
201,5053,1950-08-30
30,166,2024-09-05
199,3770,2020-08-14
171,5912,2022-04-11
202,5925,1997-10-04
201,8633,1964-03-30
202,7290,2016-01-03
202,2831,1997-10-11
202,8216,2009-11-19
93,5443,2025-03-04
202,8457,2004-05-18
124,5721,2021-12-26
169,1162,2022-04-15
39,6116,2017-06-02
14,5852,2018-07-10
144,3347,2021-05-08
15,5448,2022-09-09
5,978,2022-09-16
69,1556,2022-12-07
113,5835,2025-11-13
199,4674,2021-06-23
87,6815,2018-07-12
106,6433,2023-03-31
48,8014,2024-11-15
76,4554,2025-12-12
202,2410,2016-01-17
16,3175,2020-05-21
86,8030,2024-10-16
138,146,2022-08-22
202,6724,2013-08-02
166,6245,2023-11-16
109,4360,2022-09-02
202,8489,2005-01-18
176,8772,2020-11-12
129,3256,2022-05-20
201,4793,1969-03-02
123,7689,2020-04-06
201,2024,1961-05-25
72,7794,2019-02-05
136,5932,2023-04-25
167,1580,2018-04-16
202,6060,2008-02-17
34,2316,2019-10-26
95,406,2023-07-25
141,5636,2020-12-01
126,8105,2017-10-21
115,564,2020-12-20
202,2967,2014-03-03
202,7032,1998-11-11
202,5832,2013-12-07
168,4316,2025-11-04
201,4160,1974-09-08
194,6298,2017-07-14
187,4974,2023-03-12
135,7289,2021-11-12
19,3479,2024-02-13
134,4826,2017-04-27
202,3256,2014-10-16
202,723,2012-08-19
201,5439,1970-06-01
130,4874,2019-06-24
67,5441,2021-10-28
79,4640,2025-09-28
202,7610,1997-02-03
201,852,1973-10-25
201,6442,1976-07-17
42,5093,2018-09-24
117,992,2020-04-22
184,7907,2023-02-25
118,1270,2019-09-11
201,1041,1950-04-05
202,2227,1995-10-15
202,3654,1999-12-28
192,8622,2023-06-15
202,7624,2010-11-20
58,8045,2021-10-09
201,1506,1972-03-10
202,3338,2023-02-08
56,3756,2019-06-04
202,2593,2009-03-14
13,1184,2022-11-16
65,2886,2025-10-05
100,1432,2023-05-02
189,4704,2019-09-15
11,1884,2020-06-19
144,8733,2021-01-23
158,4036,2018-09-12
201,5828,1985-03-18
69,5574,2024-10-31
201,4275,1973-05-02
202,5928,2000-06-13
201,1969,1967-08-04
58,6208,2020-06-21
201,3754,1959-10-30
80,1366,2017-03-08
201,7018,1992-06-05
202,2518,2009-09-13
55,5404,2024-01-05
1,5826,2024-07-23
144,784,2020-02-20
201,7927,1977-10-28
202,2462,2005-02-08
202,8381,2014-03-18
202,3594,2014-11-09
183,5985,2017-10-19
188,4050,2025-07-29
184,4471,2020-03-26
43,4779,2023-09-04
60,8340,2024-05-05
201,2194,1957-04-13
54,8228,2025-06-02
202,7223,1998-12-03
202,7618,2005-07-07
137,6430,2022-05-16
116,7167,2025-03-16
92,8664,2021-05-26
25,2847,2024-08-03
202,4825,1996-12-15
66,6712,2017-06-23
49,235,2019-11-05
24,3254,2023-08-18
202,3510,2013-08-05
168,4000,2017-08-13
48,6214,2025-12-14
202,820,2015-12-02
202,1966,1996-01-20
117,856,2021-07-22
5,2687,2022-05-06
87,7863,2023-02-17
25,7588,2019-08-29
52,1931,2021-02-05
202,1018,2016-11-11
154,954,2021-05-03
103,1314,2019-08-19
20,8453,2021-06-18
139,4320,2017-03-15
202,8031,2005-02-17
202,5482,2002-03-01
50,4030,2020-01-29
85,7925,2022-03-16
134,2194,2019-10-15
202,7088,2009-03-11
202,7248,1995-03-08
201,4659,1989-06-20
1,5387,2021-10-26
201,5609,1982-01-08
32,2606,2020-04-15
149,7893,2025-01-28
61,6435,2017-01-26
83,4053,2023-07-15
8,6989,2025-05-20
202,5403,2016-08-04
202,6259,2000-12-27
145,5502,2023-06-07
129,8398,2021-12-05
85,3796,2019-06-23
113,8706,2019-12-13
202,7721,2000-06-23
201,5263,1965-04-18
100,3799,2019-06-15
202,304,2004-03-13
47,2054,2024-08-05
61,8781,2019-04-12
53,3083,2025-09-05
12,7496,2024-10-27
167,2490,2023-12-29
202,5216,1995-12-15
75,871,2023-02-22
139,362,2020-12-10
202,3437,1999-05-07
88,3459,2025-07-08
121,1234,2023-09-01
143,7324,2018-07-24
201,5466,1983-01-03
201,5560,1976-06-09
184,7590,2019-09-01
120,2968,2019-09-05
103,2403,2025-02-08
112,210,2017-07-02
72,838,2018-01-16
202,3187,2004-05-21
57,6150,2017-06-11
202,6016,1999-03-24
103,3336,2023-08-12
201,918,1951-12-16
202,3783,2000-01-24
202,4582,2007-10-20
118,8356,2017-08-08
28,3874,2020-07-10
202,3485,2008-03-31
201,5919,1977-03-20
33,4511,2025-04-28
17,3233,2024-07-06
71,8339,2023-11-12
202,6800,1995-12-28
88,2760,2022-06-27
202,5851,1997-06-09
202,1735,2016-10-08
93,4660,2017-01-17
102,715,2023-10-28
202,6572,1999-06-10
202,190,1996-05-07
97,4892,2024-01-14
6,791,2023-07-01
60,2314,2018-06-03
45,2246,2019-12-10
201,7921,1954-11-10
57,2435,2018-07-18
19,4899,2025-06-02
3,457,2020-08-25
104,1092,2024-08-26
147,3827,2017-06-02
202,6990,1998-06-20
202,5771,2010-07-25
169,193,2022-02-28
112,5406,2019-04-22
180,4532,2025-10-14
96,2269,2022-04-06
202,3046,1998-05-30
201,2812,1976-06-10
26,1275,2017-09-17
81,4602,2024-05-11
202,3407,2000-01-24
201,8512,1979-11-29
201,3475,1969-10-04
92,988,2025-04-08
91,6419,2022-01-09
201,7307,1979-02-10
169,1692,2025-05-01
33,2322,2020-07-03
202,1998,2011-02-01
202,3120,2011-04-01
76,5372,2018-04-26
102,7203,2023-05-29
87,1810,2023-03-26
25,3273,2018-02-02
202,986,1998-01-10
86,6177,2018-11-12
201,8506,1969-12-10
201,8253,1971-12-14
133,1903,2021-11-15
201,3921,1974-12-13
201,7480,1994-07-10
180,5862,2021-09-04
202,557,2012-07-21
175,756,2022-04-08
109,1860,2022-02-03
77,4068,2021-02-13
202,4540,2005-08-02
202,8080,2009-06-04
102,2908,2017-05-22
202,3035,2008-03-29
202,5702,2015-04-28
98,3072,2024-12-30
28,965,2023-12-23
161,7410,2017-08-03
182,5911,2023-03-02
202,441,2004-05-18
202,4682,2000-09-10
151,2399,2025-03-08
73,155,2025-03-21
191,6317,2024-05-06
202,196,2008-06-03
157,410,2017-01-22
202,5086,1997-10-14
202,8363,2014-04-15
202,2484,1997-04-17
202,6424,2003-04-10
94,6161,2017-07-23
60,2614,2024-06-08
145,1807,2024-09-03
7,509,2017-06-15
92,1158,2020-03-26
201,1655,1982-04-01
111,7140,2021-03-17
202,2722,2000-01-08
202,5869,2013-12-10
106,8073,2019-05-04
202,8253,1999-11-26
51,8328,2025-08-16
130,1857,2019-05-13
202,2081,2015-05-15
91,8045,2022-12-08
162,5056,2021-04-30
202,7069,2003-08-17
202,6753,2002-01-01
202,8797,2010-03-19
95,2331,2017-07-06
201,2082,1972-06-14
193,2039,2024-09-29
75,1656,2022-11-13
202,2706,1995-02-23
173,6726,2020-12-06
202,2483,2009-07-15
181,4645,2020-08-03
71,3501,2024-09-12
136,4347,2018-12-20
164,8359,2024-01-15
31,8323,2019-08-14
159,2988,2024-11-14
85,2913,2018-08-12
140,980,2025-01-21
202,3076,2011-03-12
145,8542,2023-12-15
201,171,1962-12-25
115,3285,2019-07-15
202,3053,2010-03-19
128,7254,2021-05-27
46,193,2022-05-28
158,8793,2019-12-12
202,511,1995-03-02
201,932,1957-03-07
201,6612,1984-09-04
142,2607,2018-04-09
201,5411,2023-11-28
167,2694,2024-06-30
42,4752,2021-04-07
65,3906,2021-09-05
202,463,2004-10-03
135,7128,2022-02-25
125,6037,2018-06-01
202,1218,1999-07-24
86,7445,2020-12-26
3,1,2024-03-19
23,7522,2018-08-19
202,6025,2011-03-02
148,566,2023-10-08
201,7888,1994-10-09
80,6488,2017-02-20
202,5836,2010-03-29
194,715,2021-05-03
171,2634,2025-05-08
201,281,1984-02-20
202,747,2008-08-15
25,3164,2019-02-24
202,3794,1997-06-10
202,1384,2013-03-20
202,7139,1996-09-27
202,3918,1998-09-09
191,6563,2018-10-17
54,3490,2021-03-12
129,2828,2021-02-14
171,5987,2020-03-13
46,5115,2025-09-05
202,4788,2006-09-24
202,4538,2000-11-08
201,7025,1958-05-04
158,5116,2022-05-04
202,3555,2009-02-15
202,5043,1998-01-09
202,703,1999-01-16
202,4730,2015-05-20
66,6519,2018-08-20
20,5053,2017-02-15
81,6028,2017-09-25
22,1631,2022-10-16
24,2372,2019-03-27
69,2573,2024-07-22
177,4565,2019-01-03
202,5399,2007-01-10
111,2243,2017-01-02
199,5024,2025-06-02
122,6777,2018-07-07
99,6433,2025-03-28
201,7303,1988-06-11
69,3533,2025-02-22
202,1497,2001-04-23
119,1459,2021-01-17
60,4936,2017-01-06
62,6447,2019-08-26
191,5917,2017-10-26
106,5325,2017-07-27
85,6540,2018-12-30
202,3325,1999-04-21
54,271,2017-09-09
202,6845,2012-02-04
201,433,1976-12-28
201,878,1952-09-19
145,2093,2025-12-01
202,1289,2000-05-03
202,6939,2000-10-30
98,8494,2020-01-06
202,5643,2008-09-11
47,7374,2019-03-24
94,1447,2017-02-08
202,8481,2014-01-05
143,1522,2017-11-18
31,3079,2019-07-23
60,8395,2018-11-01
201,6283,1989-06-09
202,3522,2003-11-05
202,2816,2006-12-12
202,1686,2003-07-04
201,5804,1984-08-13
202,360,1997-11-22
183,2223,2021-11-08
201,2817,1975-07-05
107,3370,2017-10-04
201,2997,1982-07-25
201,3864,1979-09-02
202,2888,2006-03-21
200,1400,2020-01-18
202,5638,2000-07-21
101,36,2017-12-06
68,4847,2025-02-26
97,4056,2020-11-11
146,6764,2017-05-04
135,6407,2018-09-20
202,1284,2001-11-08
118,586,2019-10-02
200,4464,2024-05-23
202,7844,2007-04-30
117,8614,2025-05-29
31,1600,2018-04-26
124,1109,2022-12-18
201,6299,1983-12-28
202,7062,1996-06-23
74,3137,2018-12-23
202,3989,1998-12-13
198,2132,2025-12-31
202,3432,2007-08-06
161,8546,2019-10-15
202,719,2000-05-18
202,3740,2016-10-10
201,5855,1956-02-06
202,3129,2015-04-11
130,2660,2022-03-10
78,2302,2017-06-02
56,357,2024-03-29
169,1699,2017-02-14
18,4810,2023-02-26
96,414,2021-04-26
5,15,2024-05-16
202,2445,2015-07-20
202,4715,2009-08-12
202,1619,2001-09-05
201,6560,2018-12-13
81,4598,2020-10-15
202,4914,2010-03-08
62,480,2019-02-23
194,888,2024-09-27
202,508,1996-04-11
202,4738,2014-03-31
167,5737,2022-07-01
108,5915,2024-11-25
201,2541,1951-02-12
201,4365,1994-03-11
57,4761,2024-02-13
151,5596,2022-04-01
144,5056,2018-12-17
181,802,2025-05-02
101,8699,2019-06-09
116,2939,2023-01-01
201,5216,1977-09-01
201,8106,1975-11-06
13,8201,2020-01-12
46,1915,2025-04-04
83,4005,2017-10-14
202,4226,2005-11-17
202,5759,2007-06-21
