SID,MID
145,4289
171,563
138,7262
80,5531
159,1817
37,7018
86,989
35,1011
139,7782
198,8137
187,1885
44,5620
52,5983
107,2154
24,4967
21,4566
31,5694
191,4864
183,6897
95,4493
172,64
181,5137
59,2547
42,1757
117,7110
78,4080
41,3969
74,3127
155,7675
22,5952
12,400
94,2777
200,8751
173,7080
103,8456
199,652
44,6925
67,6973
121,6469
171,4085
76,4382
6,7539
29,486
47,7843
100,1794
127,2576
102,6688
45,1668
102,6066
94,5181
189,2259
168,1808
182,5207
182,2076
15,7898
124,8571
102,2118
39,2507
77,3580
25,6804
165,171
187,7652
80,2390
8,8706
191,121
144,766
151,3498
111,6924
78,7218
142,188
32,776
36,7907
110,3010
126,1148
8,2982
70,2429
179,1418
79,284
102,2976
136,4189
29,5296
140,3355
134,4873
168,4831
47,2872
52,4534
137,4235
125,8144
140,7808
92,6461
19,5603
41,1700
132,7278
130,8696
29,3999
160,5273
194,624
9,8716
74,818
131,5454
9,956
37,7262
39,6168
68,587
12,4964
161,623
45,2575
181,6767
100,8323
174,5812
182,3004
17,8762
125,7910
46,6803
43,4099
134,4813
115,1427
164,2866
22,4915
99,5125
166,374
15,941
54,8363
51,2223
153,3892
49,6081
177,8087
200,2724
198,6723
107,5631
43,1385
94,3533
103,5351
99,5239
138,4715
129,37
188,2469
166,7406
41,167
64,5449
90,3593
179,7040
193,8768
55,4121
155,1030
21,605
188,2602
145,8520
64,2474
179,5194
91,1963
116,4861
87,4079
83,6404
63,7368
28,776
24,868
12,4136
96,7864
145,3123
84,7628
119,3118
183,6638
127,3821
64,8175
29,3658
98,1143
148,6862
56,5668
8,6090
9,5157
64,7652
11,302
1,4378
167,5421
131,5088
111,4058
58,6671
154,8666
95,3895
162,5084
170,943
171,1775
44,2039
143,4696
47,3423
110,249
145,2944
76,2461
195,8587
12,2171
8,7072
112,2630
142,4987
51,3356
112,3492
22,4405
145,8528
159,7099
29,2339
119,3978
97,6704
108,7150
160,2048
100,179
10,3828
20,6114
40,4533
87,104
150,2351
194,504
92,2825
140,5881
75,8454
4,4963
115,5492
114,1902
70,3286
16,6291
124,8564
169,7474
149,1063
81,5081
48,6053
6,6547
129,6434
1,3718
1,671
152,7315
177,4972
38,4663
176,8174
82,3875
16,4936
177,1551
129,5319
78,5468
102,5540
100,5555
44,4004
18,2643
176,2223
47,1746
17,3182
190,2624
163,5315
35,3228
106,5536
60,6361
102,7637
4,4444
18,8159
199,255
66,2957
121,6476
138,3259
112,8611
7,2488
179,1047
54,4850
165,5647
112,8502
41,5761
168,3468
163,3333
92,236
31,1783
36,5035
167,313
154,2997
36,4149
1,4948
28,2705
21,8581
165,7740
162,6347
128,157
189,6469
149,4253
177,8528
91,8796
120,182
195,3375
49,3384
27,2879
44,3329
108,386
87,8109
109,3734
52,891
129,2782
99,3084
28,2741
4,1871
148,2772
199,4985
33,2609
96,2385
150,6827
99,4148
95,7331
2,8367
28,6615
162,7812
23,8024
86,6696
180,4272
165,5305
112,4314
68,4634
102,8414
34,2434
141,6449
85,4007
9,8724
28,3325
57,1590
22,2316
145,955
20,8732
178,4100
85,590
7,5118
31,7470
45,1897
111,5785
22,3008
97,6883
200,3944
89,1970
112,4436
138,8377
104,7055
88,7622
37,7044
64,6578
42,629
199,402
92,1823
189,7996
193,7466
178,4586
147,2408
109,8723
75,6160
28,878
144,3965
127,4093
43,76
148,7338
49,7663
98,134
11,463
185,136
31,950
12,4515
21,249
178,6454
84,8378
132,6544
183,6600
174,2699
14,6827
68,1257
168,5868
164,3651
53,5652
6,2930
116,2826
32,6370
40,8450
127,4848
185,382
25,2874
77,8420
102,6293
152,7609
50,5402
156,7237
98,8342
23,6889
53,7213
111,5374
82,3562
192,7827
199,5087
185,2811
79,8067
107,2825
192,7704
7,4745
127,8804
196,6565
12,5810
10,6326
146,132
4,7038
119,8433
191,1695
168,2524
63,8076
79,4989
25,5261
61,7767
52,2373
119,5070
28,6736
82,3982
98,224
104,2613
151,2734
63,7685
140,8152
36,4812
4,214
152,1915
50,6461
84,6624
115,4215
64,2982
189,3643
167,881
21,3171
41,7661
120,1155
111,7662
21,6677
87,132
32,3262
119,7377
91,5146
147,3841
104,6335
60,3591
96,6711
189,7956
35,2513
154,4248
44,7532
184,7641
5,8401
182,2642
109,7883
37,1760
105,5935
60,7029
24,2732
99,548
142,2955
41,2598
200,294
148,8001
198,5061
138,5958
115,2378
169,4337
136,4772
132,6635
65,8628
200,3268
58,7353
66,5755
164,4764
109,7249
47,489
112,3244
51,707
177,6393
142,3474
47,6171
122,909
193,3796
70,2828
135,893
135,6033
200,7115
80,8733
3,6075
83,180
158,4032
5,5442
183,7109
178,2392
55,68
161,6871
125,2669
154,6547
42,4717
178,1575
33,4124
70,5481
126,4410
66,1895
170,4256
180,2793
141,8456
58,6117
179,5018
98,2770
96,7566
109,196
18,2044
88,939
199,6052
70,6259
101,522
76,948
108,5520
164,7810
27,2492
146,1256
179,4594
137,6173
90,3382
28,2587
164,8665
65,5790
186,8605
95,3248
88,5302
123,1240
199,2361
130,7893
11,3930
157,6346
93,2489
107,3129
71,1372
200,4903
109,1519
138,6571
34,7927
79,1218
17,6930
123,3812
15,6478
35,7983
129,8045
37,5618
104,8607
143,7771
64,4139
4,4491
62,4315
110,5494
136,4620
33,6246
150,3339
51,4134
10,5557
100,1703
7,6794
68,1465
69,3807
2,1628
67,4227
157,3090
195,5492
125,4204
136,3221
15,4875
147,966
181,1035
124,509
185,588
139,6916
174,6773
95,6651
106,7906
37,3334
140,5077
66,1498
143,3368
169,7867
41,3099
179,4907
18,5957
134,5192
165,6165
101,8070
50,8192
61,250
140,651
147,6985
177,4472
180,3445
196,1979
120,1212
127,1804
184,2822
107,8051
79,6898
53,5237
97,8731
103,5404
161,5386
26,8573
149,6976
163,2453
37,7735
92,6602
128,5673
110,4087
80,3004
35,1137
16,5671
39,5941
110,6521
83,7828
63,5434
67,4618
51,403
32,8546
103,1
143,5567
63,7726
83,6325
103,3824
92,3496
111,5285
38,8615
30,3131
45,1151
183,7476
134,4955
30,51
68,6034
38,6856
115,5124
88,7746
160,8253
91,8734
79,5685
67,2770
182,402
114,455
12,7022
84,4770
71,7810
192,289
149,2256
18,3592
67,959
174,3749
3,1984
65,3713
198,6921
146,1263
193,3046
138,4760
87,7025
133,3640
73,5672
28,2111
131,6993
8,3261
144,8165
100,279
132,7759
155,7968
23,6959
190,5935
125,551
189,5051
200,4328
88,1814
104,471
110,872
17,5907
20,6777
101,4250
115,7814
20,4093
121,4492
104,4616
163,6194
178,6656
187,1556
92,6041
32,7956
47,3442
114,7924
159,3467
157,5014
144,37
185,1989
83,2325
157,8545
52,3092
22,5984
165,6845
170,4894
23,1980
182,5803
62,6279
182,8639
94,7510
123,4001
12,1692
10,2683
16,8337
78,6439
94,7080
60,7660
84,6387
30,5181
38,6651
34,2813
113,5036
79,4279
92,661
32,4694
107,8129
145,478
154,4887
88,6328
123,1577
112,5945
8,8542
134,893
51,1644
8,6167
32,117
200,1799
32,6923
52,7397
132,5726
185,5361
20,2496
91,4593
119,757
3,1719
115,3945
5,6359
130,5842
20,7458
147,4488
75,5159
198,5050
123,2251
191,3715
196,4612
52,2466
197,903
49,7413
12,4785
60,8311
67,785
154,6602
165,2500
4,7739
185,4281
16,1162
118,3119
135,7167
10,7251
167,4809
103,907
179,2573
194,4380
88,6051
118,2727
70,5408
111,6163
46,6103
20,7891
153,6874
113,2939
49,4508
166,7719
108,3261
89,1604
157,2515
129,2627
180,2291
80,3499
89,8482
115,7260
120,4917
153,1332
16,793
75,1166
16,8267
196,5944
19,454
43,3217
126,8658
81,3932
165,5388
140,3925
189,6930
55,4198
157,289
130,6135
200,6986
128,223
188,1407
190,2598
174,3819
120,7845
73,8389
173,3132
127,2417
102,8555
194,1298
147,1243
125,4884
163,5561
29,1563
4,2555
178,5463
159,2612
160,1380
83,5174
83,8167
130,7180
98,502
150,3125
120,2444
31,8767
8,6785
43,6163
149,8074
192,6586
188,1550
177,1381
153,3655
169,814
4,2996
60,6198
113,5759
48,5635
63,6814
200,3559
22,6822
70,990
3,4045
95,4924
94,2054
25,2031
38,5821
105,8037
39,61
158,5328
107,925
12,4803
81,7413
166,3870
48,8743
30,2448
192,4146
68,343
43,4428
115,6316
30,496
136,7259
99,3311
37,4321
193,8036
94,6569
40,6787
58,520
62,2849
190,6744
19,1086
140,7468
76,2838
143,337
169,1788
118,8300
4,258
159,5302
99,5869
35,5232
40,2278
103,2880
171,5132
71,5408
200,6335
135,5822
84,5637
74,8535
189,7496
79,3532
12,6619
70,7302
42,3268
149,3526
162,7179
118,7512
178,6521
66,3923
72,2693
22,8166
5,6596
115,5490
106,801
121,7814
78,1586
133,4022
165,7485
145,8092
16,4462
105,8746
192,7755
28,2291
136,4521
119,6307
163,3195
40,7303
117,3937
94,5172
197,6222
144,2168
139,6084
198,7215
94,8591
97,2074
34,4345
24,4371
191,6784
193,7485
162,720
6,3158
155,6347
98,7525
71,5993
8,4664
119,1569
55,2358
103,8554
188,2727
186,3389
173,4297
104,3828
196,2579
37,5003
72,6909
11,7212
128,55
47,7929
172,6305
3,2184
182,1571
122,3856
95,2815
196,1046
111,3357
56,7075
175,6965
97,869
53,240
137,90
75,5641
23,3029
147,5497
66,6437
156,3520
8,2235
35,8633
47,6606
22,3780
25,2074
183,4792
112,5551
153,7885
20,4048
173,2503
30,7283
79,7106
106,3495
110,120
43,5458
175,8744
102,3818
54,2719
200,2976
180,2412
91,5858
174,4621
189,1025
178,7558
170,2681
19,2046
112,6080
164,2175
60,5222
142,4099
143,7565
5,8490
59,3563
28,6853
13,2138
31,4035
62,3128
89,3471
100,4236
93,7042
16,3958
121,269
93,2902
60,3158
68,3848
151,6320
92,5772
73,249
108,1365
96,7687
27,867
139,4834
138,1222
26,3689
170,7996
197,1851
51,8466
24,6367
94,6444
15,7979
73,8189
83,525
165,3592
153,6479
138,7337
29,5373
5,7426
196,6866
43,7027
128,2592
191,5070
136,4159
41,2456
25,3866
164,117
149,3081
13,7553
34,3285
164,2700
10,4015
74,5260
153,4073
67,7194
126,34
164,6103
32,7804
123,7219
195,4961
57,4081
28,1783
85,3126
176,5816
173,2864
39,5754
101,1860
69,7356
163,1880
77,8171
153,8633
45,8325
44,8584
57,1121
46,7250
105,8223
198,5797
106,5798
127,6018
15,7560
113,6149
11,895
132,7250
23,5839
39,7688
24,385
20,255
186,539
48,6384
190,981
181,4569
95,7982
173,1021
171,8235
173,8296
177,4480
161,3385
25,2713
41,4498
188,6627
90,8090
17,4780
108,7031
73,5507
89,3164
63,8627
154,1728
170,5323
195,7363
119,3992
122,6223
64,2007
163,2253
148,7055
186,7563
183,7424
84,3847
10,6240
149,6066
35,4905
87,2372
92,1919
131,1754
18,3702
144,857
148,5065
37,2882
47,3165
63,5827
65,6527
133,4020
101,7807
187,3655
156,6639
36,1953
168,1624
51,4480
4,4167
118,3846
9,1000
75,1208
115,5391
37,2287
17,4241
37,8791
83,6212
13,8102
77,2436
66,7239
53,8421
19,4031
31,5964
55,618
193,1368
32,6643
149,1036
15,6546
77,6367
180,6511
134,5569
2,6396
196,2351
24,6150
142,3612
62,5387
174,7327
102,5802
32,7715
175,7271
166,7847
23,1437
57,8622
114,4827
20,2249
42,8406
85,691
172,3696
98,6021
108,4041
190,6158
5,3500
174,7047
64,5972
90,1720
55,2262
191,3700
150,5757
72,2276
98,5498
108,6658
195,6791
166,8695
18,5806
100,7245
196,2491
157,1773
185,2009
190,1095
140,5637
70,3885
78,6476
98,1465
41,3287
113,2693
179,889
32,4428
136,1352
13,1029
163,3175
77,489
59,6887
150,6174
63,2762
161,3674
70,5013
67,3421
64,5934
3,8381
104,7316
15,2081
145,3547
145,2728
33,1152
132,3678
26,6967
154,3464
3,3250
68,6584
15,7142
163,5780
90,248
134,4417
28,1552
58,3486
4,7178
15,8575
190,5554
189,8459
125,8252
87,1409
176,8423
32,7505
155,5902
166,7347
177,8129
99,6614
148,4303
175,2186
88,1299
161,952
165,7839
44,8086
29,5355
124,1841
91,2473
163,2029
10,6867
39,3506
19,5904
3,7422
88,320
66,6716
171,7236
112,6439
185,1128
33,8109
108,7708
193,7502
32,3530
194,3737
129,5542
191,6564
165,3287
171,1666
189,3454
6,934
45,7420
37,7237
42,6808
153,6823
189,7829
32,4647
122,8202
141,730
113,4907
157,1104
23,8658
18,6788
30,544
188,4916
109,1538
56,4682
177,2677
96,7226
79,841
183,3751
5,4668
130,8023
131,3069
16,4203
5,6465
197,4977
172,5830
65,7746
72,2086
23,8047
162,4785
200,5434
72,8279
4,4149
157,1122
149,4287
60,1804
21,1434
24,908
178,4915
167,3059
155,7552
94,5145
101,699
132,4384
106,4351
24,3352
162,5221
120,1374
159,1972
29,3921
183,1286
44,5575
125,6780
38,309
195,7221
107,2801
40,2757
64,5276
197,6888
130,6450
119,5415
188,7953
153,7305
45,8498
4,5758
17,3271
38,4266
4,3849
56,4052
190,8612
183,5629
146,7435
62,2492
88,3925
188,7459
121,2651
20,2892
114,4533
82,7032
6,8790
147,3620
166,4073
118,3045
44,4558
162,8200
22,8045
195,7136
15,5390
113,2876
12,5823
170,5154
90,3614
68,1169
47,5379
8,1935
167,502
75,5112
58,8422
163,495
141,7077
106,552
66,8214
186,3291
139,764
66,4985
30,5502
23,5964
2,4263
73,8559
91,7014
174,6649
8,4085
16,5142
176,817
139,1875
107,8338
12,1910
78,8062
89,7073
98,5496
9,678
50,8157
75,4438
50,7055
42,8609
169,2155
94,8213
43,3186
155,4061
121,126
86,7559
123,160
72,6849
167,2260
62,1333
4,5976
167,2777
116,7784
29,4418
28,3931
144,238
119,7512
40,8487
41,1346
28,3101
9,2718
147,260
180,4868
88,2535
43,7105
108,2400
130,4309
160,8411
88,4518
113,593
116,7635
132,1298
183,3710
128,2087
144,6189
59,2220
105,2976
136,2816
133,5239
183,3834
135,1291
30,3417
145,3508
48,7977
155,3178
60,1032
192,33
181,3942
180,2909
186,5311
39,3062
30,720
90,6715
141,1775
20,3592
181,121
27,4753
74,7132
136,3093
137,1651
28,6084
57,7239
156,7901
57,3692
176,8540
116,751
114,7730
15,5830
169,7394
99,4034
70,2072
86,342
124,2424
90,128
124,4060
200,4898
176,3510
94,5861
1,4274
1,4826
65,3143
182,8361
81,7291
192,6774
59,4765
101,5608
10,6340
147,5292
187,88
96,7454
66,3375
43,6019
137,4591
168,6579
78,7111
150,2115
150,7174
186,1739
7,1069
160,5167
19,7856
18,8536
173,303
64,5846
7,2455
180,2255
3,8147
3,8693
57,4689
162,1272
76,3390
21,227
102,6246
155,7371
188,74
41,4182
143,7685
27,446
114,7862
142,176
182,3010
183,3589
5,2999
35,3372
17,5933
15,7938
47,2475
119,587
67,1071
1,1745
166,7881
33,2515
155,3766
128,6990
72,8537
13,6786
113,7696
40,3379
184,5620
47,6960
148,4505
112,6729
75,3673
60,1312
87,6056
47,2376
82,5516
101,7679
46,283
180,5350
96,3667
84,362
123,2381
176,1945
117,2882
108,4329
75,8675
137,6452
96,6317
120,3913
113,8640
26,4970
52,1688
173,1269
57,3766
43,797
58,3462
149,791
150,5642
162,53
198,6526
94,5859
180,4435
179,8450
181,5644
142,2218
199,2056
167,1145
65,6713
101,1904
24,7274
68,6538
152,7387
172,5372
176,2427
101,2335
22,825
99,4227
70,2598
200,3365
86,6673
175,8089
97,6305
97,787
5,721
137,478
145,2903
154,3708
78,5967
107,1963
65,5418
56,4521
191,1368
1,7086
90,3423
86,4842
38,5411
197,6787
19,4346
175,4379
146,5373
180,7193
163,4215
27,3619
169,3408
112,5983
56,8745
42,1078
175,5440
85,6266
117,1814
99,3201
129,2587
159,7337
136,1267
70,4521
4,2892
88,3770
198,1628
79,1823
76,3341
143,1083
44,1078
149,6653
124,6625
9,689
99,2303
83,1937
157,1780
84,7565
29,7223
9,3633
39,1331
8,5639
45,2263
49,5671
70,22
97,6243
62,6109
68,5907
4,8419
167,2152
180,4130
184,5353
168,6690
194,6073
198,722
24,2008
147,5238
104,5076
86,625
91,6144
10,7859
154,188
155,8489
186,8537
21,7802
119,2750
114,1964
97,7395
173,5302
192,7056
111,4920
116,8434
137,2037
190,2163
50,8686
182,6382
3,7481
26,1774
35,6022
87,1776
111,5310
42,420
120,2387
125,6817
163,8691
122,6426
164,3253
67,2613
143,7239
36,430
124,3467
149,1834
64,5998
119,137
143,7460
131,2123
85,5355
165,7572
125,5966
35,2906
170,3738
13,7492
73,1276
154,7599
181,8091
174,1876
60,8216
145,4343
132,2542
49,3518
172,5134
1,6421
58,8169
144,4414
180,1368
122,1104
182,2832
130,6405
179,4662
31,1319
87,297
67,8764
84,2760
78,507
25,7
45,8400
81,483
169,8110
40,3325
141,526
57,3709
43,7243
119,3775
184,2998
56,869
41,6196
84,2653
94,5214
138,4748
128,2972
141,3520
23,5347
40,1535
163,3924
51,3576
21,5585
33,7486
171,1124
